index,s,liq_amount,S,q,funding_rate,time,day,month,hour,minute,year,second
1032,GALAUSDT,31095.8869,SELL,27,0.009,2023-01-09 02:40:59.243635+05:30,9,1,2,40,2023,59
1033,GALABUSD,30951.2649257,SELL,33,0.01,2023-01-09 02:41:34.287577+05:30,9,1,2,41,2023,34
1034,ROSEUSDT,30036.8914,SELL,41,0.01,2023-01-09 02:42:10.250765+05:30,9,1,2,42,2023,10
1035,GRTUSDT,30121.79611,SELL,23,0.01,2023-01-09 02:44:02.346695+05:30,9,1,2,44,2023,2
1036,SANDUSDT,31734.17007,SELL,19,0.01,2023-01-09 02:46:54.872059+05:30,9,1,2,46,2023,54
1037,1000LUNCBUSD,32309.8322336,SELL,33,0.01,2023-01-09 02:48:50.077957+05:30,9,1,2,48,2023,50
1038,LDOBUSD,30036.127407,SELL,26,0.0077,2023-01-09 02:53:44.103771+05:30,9,1,2,53,2023,44
1040,GALAUSDT,30250.0243,SELL,23,0.009,2023-01-09 03:05:16.961694+05:30,9,1,3,5,2023,16
1043,GMTUSDT,33087.56208,BUY,9,-0.0048,2023-01-09 03:08:44.138803+05:30,9,1,3,8,2023,44
1044,BNBUSDT,34107.61753,BUY,19,-0.0286,2023-01-09 03:08:47.074724+05:30,9,1,3,8,2023,47
1045,GALUSDT,30071.8318,SELL,55,-0.0176,2023-01-09 03:09:17.309659+05:30,9,1,3,9,2023,17
1046,LDOUSDT,30048.960467,SELL,43,0.01,2023-01-09 03:11:23.267902+05:30,9,1,3,11,2023,23
1048,DYDXUSDT,30094.729,SELL,38,0.001,2023-01-09 03:16:17.947893+05:30,9,1,3,16,2023,17
1049,KAVAUSDT,34745.84045,SELL,42,-0.027,2023-01-09 03:47:09.379385+05:30,9,1,3,47,2023,9
1050,MKRUSDT,30664.30782,SELL,33,0.0076,2023-01-09 03:49:50.195778+05:30,9,1,3,49,2023,50
1051,ZILUSDT,30450.01875,SELL,41,0.0092,2023-01-09 03:59:53.445456+05:30,9,1,3,59,2023,53
1052,RVNUSDT,32932.46124,SELL,62,0.01,2023-01-09 04:01:01.666711+05:30,9,1,4,1,2023,1
1053,ZILUSDT,30930.4315,BUY,25,0.0092,2023-01-09 04:04:13.200155+05:30,9,1,4,4,2023,13
1054,VETUSDT,30537.577085,SELL,65,-0.0135,2023-01-09 04:04:33.516681+05:30,9,1,4,4,2023,33
1055,ZILUSDT,45610.25072,BUY,4,0.0092,2023-01-09 04:06:23.402133+05:30,9,1,4,6,2023,23
1056,FLMUSDT,30211.2135,SELL,78,0.0058,2023-01-09 04:08:53.671124+05:30,9,1,4,8,2023,53
1057,LRCUSDT,30392.57005,SELL,29,0.0089,2023-01-09 04:09:12.724910+05:30,9,1,4,9,2023,12
1058,TOMOUSDT,31271.3661,SELL,59,0.01,2023-01-09 04:09:34.358431+05:30,9,1,4,9,2023,34
1059,ALGOUSDT,30993.15243,SELL,36,0.01,2023-01-09 04:09:56.297023+05:30,9,1,4,9,2023,56
1060,ANKRUSDT,32245.264377,SELL,35,0.01,2023-01-09 04:12:39.562131+05:30,9,1,4,12,2023,39
1061,UNFIUSDT,32219.1938,SELL,65,0.0066,2023-01-09 04:21:31.991780+05:30,9,1,4,21,2023,31
1062,IOTXUSDT,30566.46639,SELL,26,0.01,2023-01-09 04:21:54.354201+05:30,9,1,4,21,2023,54
1063,ZILUSDT,32668.11101,BUY,10,0.0092,2023-01-09 04:22:23.438583+05:30,9,1,4,22,2023,23
1064,AVAXUSDT,30416.259100000003,SELL,20,0.01,2023-01-09 04:24:28.250177+05:30,9,1,4,24,2023,28
1065,GMTUSDT,61661.13562,BUY,16,-0.0048,2023-01-09 04:24:50.899246+05:30,9,1,4,24,2023,50
1066,GMTBUSD,30279.84268775,SELL,30,-0.0067,2023-01-09 04:24:52.638862+05:30,9,1,4,24,2023,52
1067,XRPUSDT,35621.95901,SELL,28,0.01,2023-01-09 04:26:02.968335+05:30,9,1,4,26,2023,2
1069,BLZUSDT,31768.01278,SELL,64,0.01,2023-01-09 04:26:25.503766+05:30,9,1,4,26,2023,25
1070,ONEUSDT,30535.18031,SELL,56,-0.071,2023-01-09 04:28:06.574569+05:30,9,1,4,28,2023,6
1071,WAVESUSDT,37448.60311,SELL,43,0.01,2023-01-09 04:29:09.382811+05:30,9,1,4,29,2023,9
1072,1INCHUSDT,30239.5715,SELL,18,0.01,2023-01-09 04:29:52.234311+05:30,9,1,4,29,2023,52
1073,CHRUSDT,31602.147300000004,SELL,43,0.01,2023-01-09 04:30:19.946778+05:30,9,1,4,30,2023,19
1074,ARUSDT,30074.3194,SELL,24,0.01,2023-01-09 04:30:23.219013+05:30,9,1,4,30,2023,23
1075,WOOUSDT,34524.14426,BUY,39,-0.0046,2023-01-09 04:31:59.904384+05:30,9,1,4,31,2023,59
1076,WAVESUSDT,31961.73664,BUY,7,0.01,2023-01-09 04:32:28.978672+05:30,9,1,4,32,2023,28
1077,DOTUSDT,30226.7807,SELL,21,0.01,2023-01-09 04:32:35.131053+05:30,9,1,4,32,2023,35
1078,SNXUSDT,34101.4461,SELL,73,0.0001,2023-01-09 04:33:02.578473+05:30,9,1,4,33,2023,2
1079,MASKUSDT,30024.0405,SELL,45,0.01,2023-01-09 04:34:50.233704+05:30,9,1,4,34,2023,50
1080,GMTUSDT,55096.64108,BUY,13,-0.0048,2023-01-09 04:35:07.334610+05:30,9,1,4,35,2023,7
1081,SOLUSDT,31720.8189,SELL,18,-0.0876,2023-01-09 04:35:15.050878+05:30,9,1,4,35,2023,15
1082,OPUSDT,30034.48553073,BUY,28,0.0082,2023-01-09 04:35:15.788285+05:30,9,1,4,35,2023,15
1084,BNBUSDT,31153.4699,BUY,36,-0.0286,2023-01-09 04:35:49.027360+05:30,9,1,4,35,2023,49
1085,WAVESUSDT,35275.919440000005,BUY,15,0.01,2023-01-09 04:36:01.995992+05:30,9,1,4,36,2023,1
1087,ETCUSDT,31477.65069,SELL,27,0.01,2023-01-09 04:37:34.552294+05:30,9,1,4,37,2023,34
1088,MATICUSDT,44931.39099,BUY,33,0.01,2023-01-09 04:37:37.309297+05:30,9,1,4,37,2023,37
1090,RUNEUSDT,31341.8556,SELL,90,0.01,2023-01-09 04:37:40.406261+05:30,9,1,4,37,2023,40
1091,LINKUSDT,50862.14247,BUY,19,0.0026,2023-01-09 04:37:41.982936+05:30,9,1,4,37,2023,41
1092,APEUSDT,110719.2341,SELL,27,-0.1127,2023-01-09 04:38:04.064210+05:30,9,1,4,38,2023,4
1093,APTUSDT,78660.891219,SELL,24,-0.0009,2023-01-09 04:38:09.697502+05:30,9,1,4,38,2023,9
1094,FILUSDT,39421.3872,SELL,17,0.01,2023-01-09 04:38:09.784800+05:30,9,1,4,38,2023,9
1095,ADAUSDT,30717.60104,SELL,38,0.01,2023-01-09 04:38:10.457121+05:30,9,1,4,38,2023,10
1096,DOGEUSDT,35202.12975,SELL,52,0.01,2023-01-09 04:38:12.150642+05:30,9,1,4,38,2023,12
1097,OCEANUSDT,30921.34094,SELL,32,-0.0437,2023-01-09 04:38:12.239858+05:30,9,1,4,38,2023,12
1098,DGBUSDT,30064.77288,SELL,44,-0.0249,2023-01-09 04:38:13.291451+05:30,9,1,4,38,2023,13
1101,STGUSDT,30098.9756212,SELL,34,-0.0179,2023-01-09 04:38:15.447314+05:30,9,1,4,38,2023,15
1102,ROSEUSDT,30062.60861,BUY,29,0.01,2023-01-09 04:38:16.593777+05:30,9,1,4,38,2023,16
1103,MATICUSDT,43398.90808,BUY,15,0.01,2023-01-09 04:38:18.605510+05:30,9,1,4,38,2023,18
1105,CELOUSDT,32421.9037,SELL,35,0.0078,2023-01-09 04:38:22.763683+05:30,9,1,4,38,2023,22
1106,BNBBUSD,31191.23748,BUY,27,-0.014,2023-01-09 04:38:23.375708+05:30,9,1,4,38,2023,23
1107,LTCUSDT,37624.96084,BUY,22,0.01,2023-01-09 04:38:25.940448+05:30,9,1,4,38,2023,25
1108,BNBUSDT,40435.3006,BUY,33,-0.0286,2023-01-09 04:38:42.360540+05:30,9,1,4,38,2023,42
1109,TRXUSDT,31587.98767,SELL,28,-0.2832,2023-01-09 04:39:00.187766+05:30,9,1,4,39,2023,0
1110,WAVESUSDT,38211.69258,BUY,20,0.01,2023-01-09 04:39:03.994967+05:30,9,1,4,39,2023,3
1111,ETHUSDT_230331,33441.63522,SELL,13,0.0,2023-01-09 04:39:04.191975+05:30,9,1,4,39,2023,4
1113,GALAUSDT,30416.66716,SELL,47,0.009,2023-01-09 04:39:06.681416+05:30,9,1,4,39,2023,6
1114,BCHUSDT,40736.02417,SELL,24,-0.0004,2023-01-09 04:39:11.369441+05:30,9,1,4,39,2023,11
1115,AXSUSDT,34962.7388,SELL,31,0.0055,2023-01-09 04:39:11.530316+05:30,9,1,4,39,2023,11
1117,EOSUSDT,31478.513,SELL,61,0.01,2023-01-09 04:39:13.293179+05:30,9,1,4,39,2023,13
1118,NEARUSDT,31071.2372,SELL,22,0.01,2023-01-09 04:39:14.497012+05:30,9,1,4,39,2023,14
1119,SOLUSDT,36875.7372,BUY,19,-0.0876,2023-01-09 04:39:14.621767+05:30,9,1,4,39,2023,14
1120,HBARUSDT,36627.5533,SELL,69,0.01,2023-01-09 04:39:14.999111+05:30,9,1,4,39,2023,14
1122,APEUSDT,165348.37499999997,BUY,11,-0.1127,2023-01-09 04:39:16.072447+05:30,9,1,4,39,2023,16
1124,GMTUSDT,30133.03375,BUY,16,-0.0048,2023-01-09 04:39:17.578847+05:30,9,1,4,39,2023,17
1126,FILUSDT,35900.1767,BUY,2,0.01,2023-01-09 04:39:19.288483+05:30,9,1,4,39,2023,19
1127,XMRUSDT,33546.0285,BUY,9,-0.0538,2023-01-09 04:39:19.375146+05:30,9,1,4,39,2023,19
1128,SANDUSDT,30481.36963,SELL,13,0.01,2023-01-09 04:39:20.036569+05:30,9,1,4,39,2023,20
1129,MASKUSDT,30324.254,SELL,16,0.01,2023-01-09 04:39:21.466669+05:30,9,1,4,39,2023,21
1130,THETAUSDT,40588.33208000001,SELL,34,0.0043,2023-01-09 04:39:21.590559+05:30,9,1,4,39,2023,21
1131,ETCUSDT,32736.91474,SELL,21,0.01,2023-01-09 04:39:21.855914+05:30,9,1,4,39,2023,21
1132,XRPUSDT,31862.88507,SELL,18,0.01,2023-01-09 04:39:22.336695+05:30,9,1,4,39,2023,22
1133,BAKEUSDT,30239.452,SELL,60,0.0082,2023-01-09 04:39:23.068729+05:30,9,1,4,39,2023,23
1135,APEUSDT,61704.1404,BUY,4,-0.1127,2023-01-09 04:39:28.631342+05:30,9,1,4,39,2023,28
1136,MATICUSDT,31268.70378,SELL,22,0.01,2023-01-09 04:39:29.299423+05:30,9,1,4,39,2023,29
1137,1000LUNCBUSD,30223.2328511,BUY,14,0.01,2023-01-09 04:39:29.606049+05:30,9,1,4,39,2023,29
1138,GALABUSD,30193.7594086,SELL,44,0.01,2023-01-09 04:39:30.060321+05:30,9,1,4,39,2023,30
1139,APEBUSD,33323.29863986,SELL,58,-0.1029,2023-01-09 04:39:30.330676+05:30,9,1,4,39,2023,30
1140,MATICBUSD,31649.6937613,BUY,25,0.01,2023-01-09 04:39:30.891870+05:30,9,1,4,39,2023,30
1141,ADAUSDT,64067.06011,BUY,19,0.01,2023-01-09 04:39:31.051307+05:30,9,1,4,39,2023,31
1142,ETCUSDT,48926.3754,BUY,2,0.01,2023-01-09 04:39:31.641553+05:30,9,1,4,39,2023,31
1143,BNBUSDT,31049.5119,BUY,13,-0.0286,2023-01-09 04:39:31.803146+05:30,9,1,4,39,2023,31
1144,AVAXUSDT,41978.2505,BUY,13,0.01,2023-01-09 04:39:32.248198+05:30,9,1,4,39,2023,32
1145,XRPUSDT,54934.73749,BUY,3,0.01,2023-01-09 04:39:35.196650+05:30,9,1,4,39,2023,35
1146,APTUSDT,43020.95657,BUY,12,-0.0009,2023-01-09 04:39:36.582574+05:30,9,1,4,39,2023,36
1147,DOTUSDT,30267.8875,BUY,23,0.01,2023-01-09 04:39:37.375002+05:30,9,1,4,39,2023,37
1148,OPUSDT,32661.45377412,BUY,17,0.0082,2023-01-09 04:39:37.464631+05:30,9,1,4,39,2023,37
1149,AVAXBUSD,30607.5292527,SELL,47,0.01,2023-01-09 04:39:37.776734+05:30,9,1,4,39,2023,37
1150,JASMYUSDT,31755.493834,SELL,39,0.0069,2023-01-09 04:39:37.903260+05:30,9,1,4,39,2023,37
1151,FTMUSDT,31178.259652,BUY,38,0.0064,2023-01-09 04:39:38.760703+05:30,9,1,4,39,2023,38
1152,LDOUSDT,30084.469296,SELL,30,0.01,2023-01-09 04:41:51.820217+05:30,9,1,4,41,2023,51
1153,WOOUSDT,30819.14116,BUY,32,-0.0046,2023-01-09 04:42:47.906134+05:30,9,1,4,42,2023,47
1154,MASKUSDT,30503.7685,SELL,11,0.01,2023-01-09 04:43:12.254182+05:30,9,1,4,43,2023,12
1155,GMTUSDT,31594.4157,BUY,12,-0.0048,2023-01-09 04:45:05.726034+05:30,9,1,4,45,2023,5
1156,IMXUSDT,30332.706,SELL,32,-0.0109,2023-01-09 04:46:53.435101+05:30,9,1,4,46,2023,53
1157,KAVAUSDT,31501.00276,BUY,32,-0.027,2023-01-09 04:46:56.761859+05:30,9,1,4,46,2023,56
1158,BCHUSDT,34833.92394,BUY,10,-0.0004,2023-01-09 04:47:03.397549+05:30,9,1,4,47,2023,3
1159,MATICUSDT,34990.81325000001,BUY,14,0.01,2023-01-09 04:47:22.521622+05:30,9,1,4,47,2023,22
1160,SOLUSDT,30017.5285,BUY,15,-0.0876,2023-01-09 04:47:37.387277+05:30,9,1,4,47,2023,37
1161,LITUSDT,36370.1974,BUY,9,0.01,2023-01-09 04:48:37.044829+05:30,9,1,4,48,2023,37
1162,SOLUSDT,30802.268,BUY,20,-0.0876,2023-01-09 05:25:27.245460+05:30,9,1,5,25,2023,27
1163,SOLUSDT,45412.295000000006,BUY,6,-0.0876,2023-01-09 05:26:33.635168+05:30,9,1,5,26,2023,33
1167,GMTUSDT,34286.63285,BUY,16,-0.0048,2023-01-09 05:26:38.309094+05:30,9,1,5,26,2023,38
1168,CHZUSDT,32187.12282,SELL,57,0.0035,2023-01-09 05:26:38.397276+05:30,9,1,5,26,2023,38
1169,DASHUSDT,30757.21481,SELL,26,0.01,2023-01-09 05:26:39.017389+05:30,9,1,5,26,2023,39
1171,SOLUSDT,30338.7418,BUY,9,-0.0876,2023-01-09 05:26:48.374337+05:30,9,1,5,26,2023,48
1172,XMRUSDT,54459.49416000001,BUY,3,-0.0538,2023-01-09 05:26:59.260135+05:30,9,1,5,26,2023,59
1174,DYDXUSDT,30245.8879,BUY,17,0.001,2023-01-09 05:26:59.793973+05:30,9,1,5,26,2023,59
1175,1000LUNCUSDT,30830.8360108,SELL,35,0.0056,2023-01-09 05:27:00.321289+05:30,9,1,5,27,2023,0
1177,LTCUSDT,36334.32375,BUY,30,0.01,2023-01-09 05:27:05.032473+05:30,9,1,5,27,2023,5
1178,SOLBUSD,30328.1637,SELL,60,-0.0892,2023-01-09 05:27:05.412609+05:30,9,1,5,27,2023,5
1179,ADAUSDT,57600.60681000001,BUY,8,0.01,2023-01-09 05:27:05.501368+05:30,9,1,5,27,2023,5
1182,ALGOUSDT,56460.79018999999,BUY,32,0.01,2023-01-09 05:27:07.227209+05:30,9,1,5,27,2023,7
1183,OPUSDT,32343.13110608,BUY,14,0.0082,2023-01-09 05:27:09.147940+05:30,9,1,5,27,2023,9
1185,ATOMUSDT,35716.57105,BUY,34,0.0092,2023-01-09 05:27:10.972345+05:30,9,1,5,27,2023,10
1187,ETCUSDT,31982.44595,BUY,11,0.01,2023-01-09 05:27:11.713747+05:30,9,1,5,27,2023,11
1188,1INCHUSDT,30252.057500000003,SELL,10,0.01,2023-01-09 05:27:11.991213+05:30,9,1,5,27,2023,11
1189,TRXUSDT,37635.21321,SELL,20,-0.2832,2023-01-09 05:27:12.081136+05:30,9,1,5,27,2023,12
1190,LINKUSDT,34297.69702,SELL,30,0.0026,2023-01-09 05:27:12.355885+05:30,9,1,5,27,2023,12
1191,BCHUSDT,60033.6283,BUY,7,-0.0004,2023-01-09 05:27:13.889512+05:30,9,1,5,27,2023,13
1192,BNBUSDT,34291.40221,SELL,12,-0.0286,2023-01-09 05:27:16.030286+05:30,9,1,5,27,2023,16
1193,FILUSDT,35337.9452,BUY,4,0.01,2023-01-09 05:27:17.169156+05:30,9,1,5,27,2023,17
1195,AXSUSDT,38921.08271,BUY,10,0.0055,2023-01-09 05:27:20.879730+05:30,9,1,5,27,2023,20
1197,BNBUSDT,30352.900500000003,BUY,3,-0.0286,2023-01-09 05:27:23.308328+05:30,9,1,5,27,2023,23
1200,HOTUSDT,37820.800718,SELL,32,0.01,2023-01-09 05:27:28.661375+05:30,9,1,5,27,2023,28
1201,SOLUSDT,35458.014200000005,BUY,18,-0.0876,2023-01-09 05:27:28.897929+05:30,9,1,5,27,2023,28
1202,ETCUSDT,80321.40555000001,BUY,6,0.01,2023-01-09 05:27:29.395446+05:30,9,1,5,27,2023,29
1203,1000SHIBUSDT,38173.018608,SELL,26,0.01,2023-01-09 05:27:29.483743+05:30,9,1,5,27,2023,29
1204,DOGEUSDT,41490.879712,SELL,29,0.01,2023-01-09 05:27:32.051096+05:30,9,1,5,27,2023,32
1205,ZECUSDT,38586.7004,SELL,40,-0.0005,2023-01-09 05:27:32.860401+05:30,9,1,5,27,2023,32
1206,GALAUSDT,31487.18468,BUY,22,0.009,2023-01-09 05:27:33.134000+05:30,9,1,5,27,2023,33
1207,FTMBUSD,32533.918793,SELL,61,0.01,2023-01-09 05:27:33.878611+05:30,9,1,5,27,2023,33
1209,MATICUSDT,77935.1292,SELL,31,0.01,2023-01-09 05:27:36.139533+05:30,9,1,5,27,2023,36
1210,MASKUSDT,39079.9583,BUY,11,0.01,2023-01-09 05:27:36.304115+05:30,9,1,5,27,2023,36
1211,BNBUSDT,32819.00215,BUY,4,-0.0286,2023-01-09 05:27:37.141061+05:30,9,1,5,27,2023,37
1212,FTMUSDT,33191.7407,BUY,18,0.0064,2023-01-09 05:27:37.675691+05:30,9,1,5,27,2023,37
1213,AAVEUSDT,34527.3456,SELL,54,0.01,2023-01-09 05:27:38.829794+05:30,9,1,5,27,2023,38
1214,LTCUSDT,33793.34953,BUY,15,0.01,2023-01-09 05:27:39.250069+05:30,9,1,5,27,2023,39
1215,BNBBUSD,30999.48788,SELL,24,-0.014,2023-01-09 05:27:40.240290+05:30,9,1,5,27,2023,40
1216,ATAUSDT,33266.6185,SELL,45,0.01,2023-01-09 05:27:40.858195+05:30,9,1,5,27,2023,40
1218,BATUSDT,30058.83313,SELL,75,0.01,2023-01-09 05:27:42.668519+05:30,9,1,5,27,2023,42
1220,RLCUSDT,31947.76444,SELL,51,-0.0358,2023-01-09 05:27:47.319074+05:30,9,1,5,27,2023,47
1221,ADAUSDT,36866.71186,BUY,16,0.01,2023-01-09 05:27:48.278091+05:30,9,1,5,27,2023,48
1222,LTCBUSD,30011.73285181,BUY,39,0.01,2023-01-09 05:27:48.619383+05:30,9,1,5,27,2023,48
1223,APTUSDT,30521.160185,SELL,26,-0.0009,2023-01-09 05:27:48.963813+05:30,9,1,5,27,2023,48
1224,LTCUSDT,30625.72379,BUY,12,0.01,2023-01-09 05:27:49.456717+05:30,9,1,5,27,2023,49
1225,DOTUSDT,48840.43090000001,SELL,23,0.01,2023-01-09 05:29:43.781515+05:30,9,1,5,29,2023,43
1226,LINKUSDT,54078.91623,BUY,15,0.0026,2023-01-09 05:30:19.570850+05:30,9,1,5,30,2023,19
1227,CRVUSDT,36501.6649,BUY,35,0.01,2023-01-09 05:30:37.286620+05:30,9,1,5,30,2023,37
1228,BCHUSDT,30192.97787,BUY,12,-0.0004,2023-01-09 05:30:52.817112+05:30,9,1,5,30,2023,52
1229,MANAUSDT,31751.8944,SELL,32,0.01,2023-01-09 05:31:20.745910+05:30,9,1,5,31,2023,20
1230,SANDUSDT,41184.6023,SELL,11,0.01,2023-01-09 05:31:24.740739+05:30,9,1,5,31,2023,24
1231,ANKRUSDT,30155.500632,SELL,37,0.01,2023-01-09 05:31:30.635117+05:30,9,1,5,31,2023,30
1233,XRPUSDT,32627.00401,SELL,30,0.01,2023-01-09 05:31:40.583453+05:30,9,1,5,31,2023,40
1234,MASKUSDT,31870.1713,BUY,6,0.01,2023-01-09 05:32:16.417208+05:30,9,1,5,32,2023,16
1235,ADABUSD,39053.53665,SELL,27,0.0017,2023-01-09 05:32:24.964829+05:30,9,1,5,32,2023,24
1236,LUNA2BUSD,30887.4568881,SELL,41,0.0068,2023-01-09 05:32:37.224137+05:30,9,1,5,32,2023,37
1237,MASKUSDT,60534.5248,BUY,13,0.01,2023-01-09 05:33:35.239897+05:30,9,1,5,33,2023,35
1238,LINKUSDT,31471.83621,SELL,7,0.0026,2023-01-09 05:34:04.371349+05:30,9,1,5,34,2023,4
1239,NEARUSDT,37321.6168,BUY,19,0.01,2023-01-09 05:34:15.914254+05:30,9,1,5,34,2023,15
1240,KAVAUSDT,31678.97384,SELL,18,-0.027,2023-01-09 05:34:19.753335+05:30,9,1,5,34,2023,19
1241,MASKUSDT,30171.93,BUY,10,0.01,2023-01-09 05:36:25.231438+05:30,9,1,5,36,2023,25
1242,ADAUSDT,40262.70475,BUY,20,0.01,2023-01-09 05:36:26.392950+05:30,9,1,5,36,2023,26
1243,ADABUSD,89609.03631999998,BUY,6,0.0017,2023-01-09 05:37:05.059256+05:30,9,1,5,37,2023,5
1244,BANDUSDT,30027.906000000003,SELL,68,0.01,2023-01-09 05:37:18.837251+05:30,9,1,5,37,2023,18
1245,DYDXUSDT,31450.4524,SELL,25,0.001,2023-01-09 05:37:38.998749+05:30,9,1,5,37,2023,38
1246,WOOUSDT,30443.2888,BUY,40,-0.0046,2023-01-09 05:37:42.955100+05:30,9,1,5,37,2023,42
1247,1000SHIBUSDT,64147.997714000005,SELL,18,0.01,2023-01-09 05:38:22.247757+05:30,9,1,5,38,2023,22
1248,NEARUSDT,81187.59330000001,BUY,7,0.01,2023-01-09 05:38:22.478365+05:30,9,1,5,38,2023,22
1249,XLMUSDT,32880.52858,SELL,33,0.0049,2023-01-09 05:38:23.610792+05:30,9,1,5,38,2023,23
1252,FTMUSDT,32091.737421,BUY,10,0.0064,2023-01-09 05:42:55.742692+05:30,9,1,5,42,2023,55
1255,SOLUSDT,31786.0682,SELL,18,-0.0876,2023-01-09 05:42:57.546344+05:30,9,1,5,42,2023,57
1257,LTCUSDT,36099.19945,BUY,28,0.01,2023-01-09 05:43:01.084867+05:30,9,1,5,43,2023,1
1258,TRXUSDT,30452.95086,BUY,20,-0.2832,2023-01-09 05:43:31.706843+05:30,9,1,5,43,2023,31
1259,BNBUSDT,78714.25375999999,BUY,12,-0.0286,2023-01-09 05:43:31.877302+05:30,9,1,5,43,2023,31
1260,ATOMUSDT,34647.756819999995,BUY,29,0.0092,2023-01-09 05:43:41.274673+05:30,9,1,5,43,2023,41
1261,LTCUSDT,58437.55894,BUY,4,0.01,2023-01-09 05:43:51.443543+05:30,9,1,5,43,2023,51
1263,ADAUSDT,30116.50234,SELL,16,0.01,2023-01-09 05:43:57.369180+05:30,9,1,5,43,2023,57
1264,DOGEUSDT,60501.097565,SELL,14,0.01,2023-01-09 05:43:58.447024+05:30,9,1,5,43,2023,58
1267,LTCBUSD,31110.9707992,BUY,16,0.01,2023-01-09 05:47:14.575825+05:30,9,1,5,47,2023,14
1268,LTCUSDT,33035.98757,BUY,22,0.01,2023-01-09 05:47:18.189082+05:30,9,1,5,47,2023,18
1269,NEARUSDT,45360.8706,BUY,16,0.01,2023-01-09 05:50:10.411390+05:30,9,1,5,50,2023,10
1270,NEARUSDT,34799.8762,BUY,6,0.01,2023-01-09 05:51:01.362471+05:30,9,1,5,51,2023,1
1271,MANAUSDT,47194.701,BUY,17,0.01,2023-01-09 05:51:44.088597+05:30,9,1,5,51,2023,44
1273,DOTUSDT,43114.1295,SELL,18,0.01,2023-01-09 05:51:44.304929+05:30,9,1,5,51,2023,44
1274,NEARUSDT,48713.73299999999,BUY,4,0.01,2023-01-09 05:52:14.178011+05:30,9,1,5,52,2023,14
1275,ALPHAUSDT,30022.43939,SELL,53,0.01,2023-01-09 05:52:15.474091+05:30,9,1,5,52,2023,15
1276,NEARBUSD,30818.8945692,BUY,29,0.01,2023-01-09 05:52:17.187953+05:30,9,1,5,52,2023,17
1278,LDOUSDT,31676.402685,SELL,32,0.01,2023-01-09 05:53:01.179030+05:30,9,1,5,53,2023,1
1279,SUSHIUSDT,38062.1024,SELL,47,0.01,2023-01-09 05:54:19.612947+05:30,9,1,5,54,2023,19
1281,SANDUSDT,42057.90354,SELL,6,0.01,2023-01-09 05:55:33.970680+05:30,9,1,5,55,2023,33
1282,ADAUSDT,30477.3706,BUY,5,0.01,2023-01-09 05:55:37.804194+05:30,9,1,5,55,2023,37
1283,MANAUSDT,30367.9661,BUY,18,0.01,2023-01-09 05:56:18.590416+05:30,9,1,5,56,2023,18
1284,SANDUSDT,31413.17749,BUY,7,0.01,2023-01-09 05:56:49.374988+05:30,9,1,5,56,2023,49
1285,LTCUSDT,36242.75508,BUY,13,0.01,2023-01-09 05:57:30.336021+05:30,9,1,5,57,2023,30
1286,RSRUSDT,31283.978997,SELL,66,-0.0064,2023-01-09 05:59:46.771437+05:30,9,1,5,59,2023,46
1287,FLOWUSDT,30394.1593,SELL,46,0.01,2023-01-09 06:01:08.774604+05:30,9,1,6,1,2023,8
1288,LTCUSDT,48247.69708,BUY,16,0.01,2023-01-09 06:01:51.042106+05:30,9,1,6,1,2023,51
1289,LINAUSDT,33094.95704,SELL,50,0.01,2023-01-09 06:01:52.234237+05:30,9,1,6,1,2023,52
1290,SANDUSDT,30067.24003,BUY,16,0.01,2023-01-09 06:02:22.667121+05:30,9,1,6,2,2023,22
1291,SANDUSDT,51550.898140000005,BUY,2,0.01,2023-01-09 06:02:25.647327+05:30,9,1,6,2,2023,25
1292,NEARUSDT,62066.5349,BUY,19,0.01,2023-01-09 06:02:25.741008+05:30,9,1,6,2,2023,25
1293,OPUSDT,47672.71873365,SELL,18,0.0082,2023-01-09 06:02:25.834455+05:30,9,1,6,2,2023,25
1294,SKLUSDT,30027.80353,SELL,28,0.01,2023-01-09 06:03:20.260838+05:30,9,1,6,3,2023,20
1295,BCHUSDT,32882.73416,BUY,24,-0.0004,2023-01-09 06:03:26.748996+05:30,9,1,6,3,2023,26
1297,EOSUSDT,276122.0516,BUY,28,0.01,2023-01-09 06:07:38.523504+05:30,9,1,6,7,2023,38
1298,ETCUSDT,33138.05494,SELL,30,0.01,2023-01-09 06:09:38.526281+05:30,9,1,6,9,2023,38
1299,FTMUSDT,32724.332396,BUY,11,0.0064,2023-01-09 06:09:40.321201+05:30,9,1,6,9,2023,40
1300,ADAUSDT,30392.6347,BUY,5,0.01,2023-01-09 06:10:19.667044+05:30,9,1,6,10,2023,19
1301,LTCUSDT,40891.3658,BUY,22,0.01,2023-01-09 06:10:19.760057+05:30,9,1,6,10,2023,19
1302,SOLUSDT,39298.2783,BUY,23,-0.0876,2023-01-09 06:10:22.567556+05:30,9,1,6,10,2023,22
1303,XRPUSDT,40312.93036,SELL,7,0.01,2023-01-09 06:10:36.276087+05:30,9,1,6,10,2023,36
1304,BCHUSDT,30992.7453,BUY,4,-0.0004,2023-01-09 06:10:36.367530+05:30,9,1,6,10,2023,36
1305,ANTUSDT,31527.637,SELL,49,0.0018,2023-01-09 06:11:37.822959+05:30,9,1,6,11,2023,37
1306,DASHUSDT,31004.68311,BUY,35,0.01,2023-01-09 06:13:27.367692+05:30,9,1,6,13,2023,27
