index,s,liq_amount,S,q,funding_rate,time,day,month,hour,minute,year,second
0,FLOWUSDT,27614.7658,BUY,8,-0.102,2023-01-03 13:55:11.698439+05:30,3,1,13,55,2023,11
1,SANDUSDT,45795.43463,SELL,10,0.01,2023-01-06 09:55:06.536440+05:30,6,1,9,55,2023,6
2,TRXUSDT,30737.84939,SELL,34,-0.2832,2023-01-06 09:58:14.507962+05:30,6,1,9,58,2023,14
4,ETCUSDT,32265.32094,SELL,27,0.01,2023-01-06 10:00:06.178722+05:30,6,1,10,0,2023,6
5,AVAXUSDT,30073.6539,SELL,13,0.01,2023-01-06 10:01:12.609903+05:30,6,1,10,1,2023,12
6,APEUSDT,31739.6451,SELL,15,-0.1127,2023-01-06 10:04:10.825722+05:30,6,1,10,4,2023,10
7,TRXUSDT,31399.46148,SELL,25,-0.2832,2023-01-06 10:27:44.253929+05:30,6,1,10,27,2023,44
8,ALPHAUSDT,41765.989100000006,SELL,16,0.01,2023-01-06 10:58:55.104253+05:30,6,1,10,58,2023,55
9,XRPUSDT,32158.56169,SELL,16,0.01,2023-01-06 11:53:38.446147+05:30,6,1,11,53,2023,38
11,MATICUSDT,30911.9602,SELL,35,0.01,2023-01-06 11:56:23.431522+05:30,6,1,11,56,2023,23
12,SANDUSDT,36370.34903,SELL,25,0.01,2023-01-06 11:57:05.218220+05:30,6,1,11,57,2023,5
13,TRXUSDT,33881.78206,SELL,25,-0.2832,2023-01-06 11:57:05.315440+05:30,6,1,11,57,2023,5
14,LINKUSDT,31102.99553,SELL,17,0.0026,2023-01-06 11:57:23.597312+05:30,6,1,11,57,2023,23
15,XRPUSDT,34031.62914999999,SELL,8,0.01,2023-01-06 11:57:52.315866+05:30,6,1,11,57,2023,52
18,XRPUSDT,35917.79195,SELL,14,0.01,2023-01-06 12:03:14.291160+05:30,6,1,12,3,2023,14
19,1000LUNCUSDT,30332.4665,SELL,42,0.0056,2023-01-06 12:03:20.677302+05:30,6,1,12,3,2023,20
20,NEARUSDT,32400.747,SELL,18,0.01,2023-01-06 12:03:22.186108+05:30,6,1,12,3,2023,22
22,DOGEUSDT,37342.238377,SELL,15,0.01,2023-01-06 12:04:23.695172+05:30,6,1,12,4,2023,23
23,JASMYUSDT,30543.232404,SELL,43,0.0069,2023-01-06 12:04:24.432053+05:30,6,1,12,4,2023,24
25,1000XECUSDT,32673.70192,SELL,22,-0.1521,2023-01-06 12:11:26.950541+05:30,6,1,12,11,2023,26
26,SANDUSDT,37263.97715,SELL,8,0.01,2023-01-06 12:21:56.083033+05:30,6,1,12,21,2023,56
27,GMTUSDT,39198.92375,SELL,21,-0.0048,2023-01-06 12:29:38.214518+05:30,6,1,12,29,2023,38
28,APTUSDT,30429.802818,SELL,4,-0.0009,2023-01-06 12:30:29.612472+05:30,6,1,12,30,2023,29
29,CHZUSDT,33189.13426,SELL,46,0.0035,2023-01-06 12:46:54.215966+05:30,6,1,12,46,2023,54
30,TRXUSDT,30111.50056,SELL,33,-0.2832,2023-01-06 12:48:40.487702+05:30,6,1,12,48,2023,40
31,HNTUSDT,39473.8526,SELL,28,-0.9916,2023-01-06 12:52:26.271307+05:30,6,1,12,52,2023,26
32,LDOUSDT,33046.647452,SELL,31,0.01,2023-01-06 13:20:57.322400+05:30,6,1,13,20,2023,57
33,ALPHAUSDT,41614.04203,SELL,14,0.01,2023-01-06 14:39:40.555362+05:30,6,1,14,39,2023,40
35,HBARUSDT,30109.65159,SELL,30,0.01,2023-01-06 14:50:10.464000+05:30,6,1,14,50,2023,10
36,EOSUSDT,33294.544,SELL,18,0.01,2023-01-06 14:51:51.591730+05:30,6,1,14,51,2023,51
37,GMTUSDT,58770.99506,SELL,21,-0.0048,2023-01-06 14:52:12.383363+05:30,6,1,14,52,2023,12
38,SOLUSDT,52482.9903,SELL,7,-0.0876,2023-01-06 14:52:12.454725+05:30,6,1,14,52,2023,12
39,MASKUSDT,30288.903,SELL,22,0.01,2023-01-06 15:22:42.163292+05:30,6,1,15,22,2023,42
41,BCHUSDT,30605.08115,SELL,22,-0.0004,2023-01-06 16:30:08.177451+05:30,6,1,16,30,2023,8
42,DOGEBUSD,30841.397234,SELL,14,0.01,2023-01-06 16:35:35.716948+05:30,6,1,16,35,2023,35
43,AXSUSDT,271478.03444,SELL,23,0.0055,2023-01-06 16:35:44.258661+05:30,6,1,16,35,2023,44
46,MANAUSDT,155857.21850000002,SELL,42,0.01,2023-01-06 16:36:10.895325+05:30,6,1,16,36,2023,10
48,NEARUSDT,32061.542,SELL,25,0.01,2023-01-06 16:36:12.224027+05:30,6,1,16,36,2023,12
49,C98USDT,30434.1926,SELL,37,0.01,2023-01-06 16:36:14.636833+05:30,6,1,16,36,2023,14
50,ADAUSDT,30332.24872,SELL,27,0.01,2023-01-06 16:37:54.375906+05:30,6,1,16,37,2023,54
51,ZENUSDT,30295.7973,SELL,37,-0.0096,2023-01-06 16:39:36.202735+05:30,6,1,16,39,2023,36
52,APTUSDT,49111.561649,SELL,19,-0.0009,2023-01-06 16:56:00.276659+05:30,6,1,16,56,2023,0
53,BCHUSDT,66227.93942,SELL,20,-0.0004,2023-01-06 17:06:38.209093+05:30,6,1,17,6,2023,38
54,DYDXUSDT,33982.911199999995,SELL,26,0.001,2023-01-06 17:12:15.266326+05:30,6,1,17,12,2023,15
55,RLCUSDT,31530.67946,SELL,22,-0.0358,2023-01-06 17:34:49.983936+05:30,6,1,17,34,2023,49
56,LDOUSDT,34830.384559,SELL,29,0.01,2023-01-06 17:48:10.220263+05:30,6,1,17,48,2023,10
58,CRVUSDT,36393.2303,SELL,36,0.01,2023-01-06 17:58:13.313671+05:30,6,1,17,58,2023,13
59,FLOWUSDT,30808.5821,SELL,37,0.01,2023-01-06 17:58:13.389202+05:30,6,1,17,58,2023,13
60,CHZUSDT,30809.91165,SELL,32,0.0035,2023-01-06 17:58:35.260266+05:30,6,1,17,58,2023,35
61,FTMUSDT,65895.148667,SELL,5,0.0064,2023-01-06 18:01:03.999380+05:30,6,1,18,1,2023,3
62,BNXUSDT,30738.4992,SELL,36,-0.0841,2023-01-06 18:14:31.939081+05:30,6,1,18,14,2023,31
63,LINKUSDT,30108.24636,SELL,10,0.0026,2023-01-06 18:21:18.164295+05:30,6,1,18,21,2023,18
64,BNXUSDT,32390.98325,SELL,11,-0.0841,2023-01-06 18:27:14.445607+05:30,6,1,18,27,2023,14
65,ETCUSDT,36941.00425,SELL,17,0.01,2023-01-06 18:31:18.143205+05:30,6,1,18,31,2023,18
66,RLCUSDT,33339.66399,SELL,12,-0.0358,2023-01-06 18:31:20.707210+05:30,6,1,18,31,2023,20
70,GMTUSDT,35539.29137,SELL,23,-0.0048,2023-01-06 18:42:47.341426+05:30,6,1,18,42,2023,47
71,ADAUSDT,76243.35508,SELL,28,0.01,2023-01-06 18:42:54.994109+05:30,6,1,18,42,2023,54
72,AXSUSDT,53630.34887,SELL,15,0.0055,2023-01-06 18:43:08.747919+05:30,6,1,18,43,2023,8
73,LPTUSDT,33496.6766,SELL,42,-0.0584,2023-01-06 18:43:09.185539+05:30,6,1,18,43,2023,9
76,TRBUSDT,50714.417,SELL,47,0.01,2023-01-06 19:00:14.205453+05:30,6,1,19,0,2023,14
77,UNFIUSDT,30768.5839,SELL,26,0.0066,2023-01-06 19:00:18.353590+05:30,6,1,19,0,2023,18
80,MASKUSDT,31207.6316,SELL,22,0.01,2023-01-06 19:01:18.594564+05:30,6,1,19,1,2023,18
81,BNXUSDT,49652.02646,SELL,28,-0.0841,2023-01-06 19:03:04.184500+05:30,6,1,19,3,2023,4
83,DOTUSDT,31456.4552,SELL,20,0.01,2023-01-06 19:14:53.881240+05:30,6,1,19,14,2023,53
84,ETCUSDT,30520.34538,SELL,32,0.01,2023-01-06 19:15:24.366852+05:30,6,1,19,15,2023,24
87,ETCUSDT,56510.001690000005,BUY,4,0.01,2023-01-06 19:15:30.602480+05:30,6,1,19,15,2023,30
88,LDOUSDT,30592.782313,SELL,38,0.01,2023-01-06 19:15:33.300657+05:30,6,1,19,15,2023,33
91,XRPUSDT,32931.03592,SELL,32,0.01,2023-01-06 19:16:14.670948+05:30,6,1,19,16,2023,14
92,ETCUSDT,37582.29397,BUY,11,0.01,2023-01-06 19:18:34.635716+05:30,6,1,19,18,2023,34
95,LTCUSDT,31442.15075,SELL,25,0.01,2023-01-06 20:16:04.346774+05:30,6,1,20,16,2023,4
96,OCEANUSDT,30522.24151,SELL,66,-0.0437,2023-01-06 20:31:27.838870+05:30,6,1,20,31,2023,27
98,LDOUSDT,30511.555832,BUY,27,0.01,2023-01-06 20:51:41.913782+05:30,6,1,20,51,2023,41
99,TRXUSDT,33764.72864,SELL,19,-0.2832,2023-01-06 21:06:09.248062+05:30,6,1,21,6,2023,9
106,BNBUSDT,36127.39782,SELL,19,-0.0286,2023-01-06 21:11:01.154770+05:30,6,1,21,11,2023,1
107,BCHUSDT,41743.16636,SELL,8,-0.0004,2023-01-06 21:11:01.231802+05:30,6,1,21,11,2023,1
108,ETCUSDT,30095.89853,SELL,22,0.01,2023-01-06 21:11:01.378270+05:30,6,1,21,11,2023,1
109,GALAUSDT,42792.70847,SELL,32,0.009,2023-01-06 21:11:01.950438+05:30,6,1,21,11,2023,1
110,OCEANUSDT,32567.37611,BUY,34,-0.0437,2023-01-06 21:11:02.274943+05:30,6,1,21,11,2023,2
112,ADAUSDT,38462.97464,SELL,17,0.01,2023-01-06 21:11:02.987937+05:30,6,1,21,11,2023,2
113,LDOUSDT,31757.274801,BUY,24,0.01,2023-01-06 21:11:34.285939+05:30,6,1,21,11,2023,34
114,OPUSDT,31969.84106695,SELL,43,0.0082,2023-01-06 21:12:49.581945+05:30,6,1,21,12,2023,49
115,APTUSDT,30587.393112,SELL,25,-0.0009,2023-01-06 21:13:25.745347+05:30,6,1,21,13,2023,25
116,ETCUSDT,32092.80289,SELL,19,0.01,2023-01-06 21:16:25.158913+05:30,6,1,21,16,2023,25
117,GALUSDT,30554.846380000003,SELL,37,-0.0176,2023-01-06 21:19:09.326774+05:30,6,1,21,19,2023,9
118,TRXUSDT,46213.11381,BUY,17,-0.2832,2023-01-06 21:28:14.205399+05:30,6,1,21,28,2023,14
120,ETCUSDT,35473.262650000004,BUY,11,0.01,2023-01-06 21:28:20.358433+05:30,6,1,21,28,2023,20
121,SOLUSDT,35871.05499999999,SELL,35,-0.0876,2023-01-06 21:28:20.434328+05:30,6,1,21,28,2023,20
123,BNBUSDT,30210.3181,SELL,16,-0.0286,2023-01-06 21:29:00.112976+05:30,6,1,21,29,2023,0
124,JASMYUSDT,32186.83251,SELL,44,0.0069,2023-01-06 21:31:33.841770+05:30,6,1,21,31,2023,33
125,LDOUSDT,33751.097061,BUY,24,0.01,2023-01-06 21:31:43.347946+05:30,6,1,21,31,2023,43
126,OCEANUSDT,34524.51242,BUY,8,-0.0437,2023-01-06 21:32:04.418162+05:30,6,1,21,32,2023,4
127,ADAUSDT,30065.7009,BUY,22,0.01,2023-01-06 21:32:08.850740+05:30,6,1,21,32,2023,8
129,TRXUSDT,35818.58999,BUY,6,-0.2832,2023-01-06 21:32:29.217290+05:30,6,1,21,32,2023,29
130,LDOBUSD,30866.7199199,SELL,61,0.0077,2023-01-06 21:46:00.409879+05:30,6,1,21,46,2023,0
131,RLCUSDT,31039.8967,BUY,29,-0.0358,2023-01-06 21:48:03.244148+05:30,6,1,21,48,2023,3
132,LDOUSDT,34037.995198,BUY,30,0.01,2023-01-06 21:55:44.863288+05:30,6,1,21,55,2023,44
134,GALAUSDT,30427.65302,SELL,44,0.009,2023-01-06 22:05:38.197708+05:30,6,1,22,5,2023,38
135,LDOUSDT,30368.98385,BUY,25,0.01,2023-01-06 22:05:46.194525+05:30,6,1,22,5,2023,46
136,ETCUSDT,30137.96072,SELL,10,0.01,2023-01-06 22:06:18.405096+05:30,6,1,22,6,2023,18
137,OCEANUSDT,30062.74242,BUY,26,-0.0437,2023-01-06 22:08:09.399773+05:30,6,1,22,8,2023,9
138,OPUSDT,30153.93933745,BUY,36,0.0082,2023-01-06 22:08:50.159563+05:30,6,1,22,8,2023,50
139,JASMYUSDT,31005.681602,BUY,44,0.0069,2023-01-06 22:10:13.839663+05:30,6,1,22,10,2023,13
140,OCEANUSDT,30567.89913,BUY,27,-0.0437,2023-01-06 22:20:34.254286+05:30,6,1,22,20,2023,34
141,APTUSDT,30856.445788,SELL,33,-0.0009,2023-01-06 22:20:34.467021+05:30,6,1,22,20,2023,34
142,MASKUSDT,32106.1248,SELL,15,0.01,2023-01-06 22:20:36.267805+05:30,6,1,22,20,2023,36
143,ADAUSDT,69630.23966,BUY,9,0.01,2023-01-06 22:20:36.762840+05:30,6,1,22,20,2023,36
144,SOLUSDT,31183.6941,SELL,19,-0.0876,2023-01-06 22:20:38.723077+05:30,6,1,22,20,2023,38
145,XMRUSDT,44434.32609,SELL,9,-0.0538,2023-01-06 22:20:39.081286+05:30,6,1,22,20,2023,39
146,LTCUSDT,31666.77051,BUY,25,0.01,2023-01-06 22:20:40.641190+05:30,6,1,22,20,2023,40
147,DOTUSDT,31965.6357,SELL,20,0.01,2023-01-06 22:20:40.754162+05:30,6,1,22,20,2023,40
148,GRTUSDT,30527.33943,SELL,36,0.01,2023-01-06 22:26:23.893591+05:30,6,1,22,26,2023,23
149,GALAUSDT,31166.78571,BUY,23,0.009,2023-01-06 22:26:27.347292+05:30,6,1,22,26,2023,27
150,ALPHAUSDT,30088.69163,SELL,43,0.01,2023-01-06 22:27:18.170903+05:30,6,1,22,27,2023,18
151,APTUSDT,44759.741699,BUY,6,-0.0009,2023-01-06 22:27:20.938583+05:30,6,1,22,27,2023,20
153,GALABUSD,31302.6429811,SELL,59,0.01,2023-01-06 22:27:47.501157+05:30,6,1,22,27,2023,47
154,LINKUSDT,33393.03091,SELL,24,0.0026,2023-01-06 22:27:59.201927+05:30,6,1,22,27,2023,59
156,LDOUSDT,31124.860967,BUY,26,0.01,2023-01-06 22:30:23.628854+05:30,6,1,22,30,2023,23
157,NEARUSDT,33650.563,SELL,19,0.01,2023-01-06 22:30:24.043850+05:30,6,1,22,30,2023,24
159,JASMYUSDT,30675.772593,BUY,30,0.0069,2023-01-06 22:32:50.518886+05:30,6,1,22,32,2023,50
160,APEUSDT,30197.2371,SELL,31,-0.1127,2023-01-06 22:33:11.725334+05:30,6,1,22,33,2023,11
161,RLCUSDT,30804.00728,BUY,28,-0.0358,2023-01-06 22:35:05.198739+05:30,6,1,22,35,2023,5
162,GALAUSDT,31057.81177,BUY,46,0.009,2023-01-06 22:36:17.588687+05:30,6,1,22,36,2023,17
163,DYDXUSDT,66081.2146,SELL,35,0.001,2023-01-06 22:53:51.494473+05:30,6,1,22,53,2023,51
164,GTCUSDT,31822.672,SELL,27,0.01,2023-01-06 22:55:48.713152+05:30,6,1,22,55,2023,48
165,LDOUSDT,35599.619525,BUY,15,0.01,2023-01-06 22:56:38.864917+05:30,6,1,22,56,2023,38
167,ETCUSDT,34522.84127,SELL,13,0.01,2023-01-06 23:13:24.652241+05:30,6,1,23,13,2023,24
168,ETCUSDT,30262.47044,BUY,10,0.01,2023-01-06 23:17:19.324438+05:30,6,1,23,17,2023,19
169,ETCUSDT,38771.22294,BUY,6,0.01,2023-01-06 23:18:03.762802+05:30,6,1,23,18,2023,3
170,RLCUSDT,31080.77749,SELL,45,-0.0358,2023-01-06 23:18:50.376565+05:30,6,1,23,18,2023,50
171,ETCUSDT,31496.432,BUY,19,0.01,2023-01-06 23:24:26.876307+05:30,6,1,23,24,2023,26
172,ETCUSDT,36515.09712,BUY,5,0.01,2023-01-06 23:24:52.788073+05:30,6,1,23,24,2023,52
173,ETCUSDT,72309.62393,BUY,17,0.01,2023-01-06 23:27:30.486069+05:30,6,1,23,27,2023,30
174,ETCUSDT,74453.70896,BUY,4,0.01,2023-01-06 23:30:14.222006+05:30,6,1,23,30,2023,14
176,ETCUSDT,31493.31517,BUY,12,0.01,2023-01-06 23:30:36.487957+05:30,6,1,23,30,2023,36
178,LDOUSDT,33408.159676,BUY,24,0.01,2023-01-06 23:30:49.121539+05:30,6,1,23,30,2023,49
179,SOLUSDT,30061.251,BUY,22,-0.0876,2023-01-06 23:31:02.366179+05:30,6,1,23,31,2023,2
180,ADAUSDT,31714.8547,BUY,10,0.01,2023-01-06 23:31:03.792526+05:30,6,1,23,31,2023,3
181,LDOBUSD,32517.7099642,BUY,43,0.0077,2023-01-06 23:31:05.761923+05:30,6,1,23,31,2023,5
182,NEARUSDT,136491.3826,BUY,9,0.01,2023-01-06 23:31:06.092235+05:30,6,1,23,31,2023,6
184,JASMYUSDT,32111.782399,BUY,30,0.0069,2023-01-06 23:32:42.321576+05:30,6,1,23,32,2023,42
185,ETCUSDT,31636.38013,BUY,23,0.01,2023-01-06 23:32:42.618257+05:30,6,1,23,32,2023,42
186,BNBUSDT,30056.21949,SELL,37,-0.0286,2023-01-06 23:32:44.286553+05:30,6,1,23,32,2023,44
189,OPUSDT,30786.33919351,BUY,57,0.0082,2023-01-06 23:35:18.189892+05:30,6,1,23,35,2023,18
190,OCEANUSDT,30954.918210000003,BUY,19,-0.0437,2023-01-06 23:36:22.799153+05:30,6,1,23,36,2023,22
191,ETCBUSD,32776.596671,SELL,51,0.0015,2023-01-06 23:36:24.497504+05:30,6,1,23,36,2023,24
194,ZECUSDT,31915.33015,SELL,32,-0.0005,2023-01-06 23:37:27.484393+05:30,6,1,23,37,2023,27
195,NEARUSDT,33230.587,BUY,12,0.01,2023-01-06 23:37:38.181795+05:30,6,1,23,37,2023,38
196,DYDXUSDT,30139.1449,SELL,22,0.001,2023-01-06 23:38:03.396374+05:30,6,1,23,38,2023,3
197,DOGEUSDT,283501.86985,SELL,28,0.01,2023-01-06 23:38:17.949612+05:30,6,1,23,38,2023,17
198,1000SHIBUSDT,30217.034889,SELL,52,0.01,2023-01-06 23:38:18.735335+05:30,6,1,23,38,2023,18
201,SOLUSDT,63237.0763,BUY,14,-0.0876,2023-01-06 23:38:20.299811+05:30,6,1,23,38,2023,20
202,ETCUSDT,30726.34076,BUY,18,0.01,2023-01-06 23:38:24.464899+05:30,6,1,23,38,2023,24
205,OPUSDT,30425.2252996,BUY,17,0.0082,2023-01-06 23:38:47.841084+05:30,6,1,23,38,2023,47
206,XRPUSDT,30887.25697,SELL,23,0.01,2023-01-06 23:52:28.573319+05:30,6,1,23,52,2023,28
207,FILUSDT,39602.914,SELL,19,0.01,2023-01-06 23:53:00.704659+05:30,6,1,23,53,2023,0
210,ADAUSDT,32451.0822,BUY,9,0.01,2023-01-06 23:55:03.437044+05:30,6,1,23,55,2023,3
211,LTCUSDT,34585.6181,SELL,22,0.01,2023-01-06 23:55:07.638690+05:30,6,1,23,55,2023,7
213,DYDXUSDT,33324.0475,BUY,24,0.001,2023-01-06 23:55:07.893869+05:30,6,1,23,55,2023,7
214,TRXUSDT,51939.42001,SELL,15,-0.2832,2023-01-06 23:55:08.003590+05:30,6,1,23,55,2023,8
215,NEARUSDT,30010.3294,BUY,9,0.01,2023-01-06 23:55:08.079194+05:30,6,1,23,55,2023,8
216,APTUSDT,35321.806455,BUY,16,-0.0009,2023-01-06 23:56:42.295450+05:30,6,1,23,56,2023,42
217,APTUSDT,33048.828779,BUY,15,-0.0009,2023-01-07 00:00:33.559500+05:30,7,1,0,0,2023,33
219,APTUSDT,40366.437567,BUY,10,-0.0009,2023-01-07 00:01:23.273795+05:30,7,1,0,1,2023,23
220,XRPUSDT,72200.94830999999,BUY,14,0.01,2023-01-07 00:03:09.243816+05:30,7,1,0,3,2023,9
221,LDOUSDT,30317.585955,BUY,32,0.01,2023-01-07 00:04:16.143614+05:30,7,1,0,4,2023,16
222,GMTUSDT,43148.52763,SELL,22,-0.0048,2023-01-07 00:04:48.238644+05:30,7,1,0,4,2023,48
223,APTUSDT,30113.05705,BUY,17,-0.0009,2023-01-07 00:05:08.246726+05:30,7,1,0,5,2023,8
224,LDOUSDT,35140.973031,BUY,11,0.01,2023-01-07 00:06:56.189017+05:30,7,1,0,6,2023,56
225,CELOUSDT,30448.5211,SELL,41,0.0078,2023-01-07 00:42:28.597864+05:30,7,1,0,42,2023,28
227,TRXUSDT,119591.73088,BUY,2,-0.2832,2023-01-07 00:55:59.053794+05:30,7,1,0,55,2023,59
230,SANDUSDT,182526.81305000003,SELL,23,0.01,2023-01-07 00:56:05.133755+05:30,7,1,0,56,2023,5
234,AVAXUSDT,41075.285,SELL,52,0.01,2023-01-07 01:07:48.719590+05:30,7,1,1,7,2023,48
235,EOSUSDT,30966.8653,SELL,27,0.01,2023-01-07 01:07:48.796866+05:30,7,1,1,7,2023,48
236,NEARUSDT,32500.0932,BUY,13,0.01,2023-01-07 01:09:31.428169+05:30,7,1,1,9,2023,31
238,CHZUSDT,31227.57404,SELL,29,0.0035,2023-01-07 01:09:32.794513+05:30,7,1,1,9,2023,32
239,XRPUSDT,34971.75499,SELL,13,0.01,2023-01-07 01:09:37.454848+05:30,7,1,1,9,2023,37
240,MASKUSDT,30372.4532,SELL,17,0.01,2023-01-07 01:09:40.312720+05:30,7,1,1,9,2023,40
243,GALAUSDT,37492.73061,BUY,37,0.009,2023-01-07 01:10:15.274557+05:30,7,1,1,10,2023,15
245,BNBUSDT,31481.97751,SELL,13,-0.0286,2023-01-07 01:10:19.512128+05:30,7,1,1,10,2023,19
246,ETCUSDT,30627.34447,SELL,15,0.01,2023-01-07 01:10:20.136217+05:30,7,1,1,10,2023,20
247,ADAUSDT,31661.41,BUY,15,0.01,2023-01-07 01:10:22.784665+05:30,7,1,1,10,2023,22
248,SOLUSDT,41810.1954,SELL,20,-0.0876,2023-01-07 01:10:23.012261+05:30,7,1,1,10,2023,23
250,GALABUSD,30026.8122962,SELL,46,0.01,2023-01-07 01:15:46.692610+05:30,7,1,1,15,2023,46
252,TRXUSDT,31997.86362,SELL,12,-0.2832,2023-01-07 01:17:13.176196+05:30,7,1,1,17,2023,13
253,MATICUSDT,30845.43326,SELL,32,0.01,2023-01-07 01:18:37.337020+05:30,7,1,1,18,2023,37
255,OCEANUSDT,39872.70039,SELL,17,-0.0437,2023-01-07 01:19:24.206563+05:30,7,1,1,19,2023,24
257,LTCUSDT,78501.09005,BUY,13,0.01,2023-01-07 01:19:24.398794+05:30,7,1,1,19,2023,24
258,KAVAUSDT,31161.236340000003,SELL,30,-0.027,2023-01-07 01:19:24.620859+05:30,7,1,1,19,2023,24
259,MASKUSDT,30755.0944,SELL,9,0.01,2023-01-07 01:20:07.530976+05:30,7,1,1,20,2023,7
260,LINKUSDT,31213.567430000003,SELL,16,0.0026,2023-01-07 01:21:27.934581+05:30,7,1,1,21,2023,27
261,GALAUSDT,30485.61037,BUY,16,0.009,2023-01-07 01:23:30.173617+05:30,7,1,1,23,2023,30
262,XRPBUSD,34547.211240000004,SELL,17,-0.0048,2023-01-07 01:23:44.301370+05:30,7,1,1,23,2023,44
263,TRXUSDT,31944.15918,SELL,19,-0.2832,2023-01-07 01:24:06.230176+05:30,7,1,1,24,2023,6
264,TRXUSDT,52375.96895,BUY,1,-0.2832,2023-01-07 01:24:09.159268+05:30,7,1,1,24,2023,9
267,GRTUSDT,32231.97693,BUY,18,0.01,2023-01-07 01:24:13.530504+05:30,7,1,1,24,2023,13
268,BANDUSDT,30367.60776,SELL,41,0.01,2023-01-07 01:24:13.785554+05:30,7,1,1,24,2023,13
269,HNTUSDT,30610.9301,SELL,25,-0.9916,2023-01-07 01:26:42.572627+05:30,7,1,1,26,2023,42
270,DGBUSDT,30991.65378,SELL,9,-0.0249,2023-01-07 01:30:02.410256+05:30,7,1,1,30,2023,2
271,1000LUNCBUSD,34965.8367518,SELL,52,0.01,2023-01-07 01:30:21.005462+05:30,7,1,1,30,2023,21
272,SANDUSDT,99885.21467,BUY,7,0.01,2023-01-07 01:30:29.119401+05:30,7,1,1,30,2023,29
273,DOTUSDT,32685.4195,SELL,19,0.01,2023-01-07 01:30:29.624241+05:30,7,1,1,30,2023,29
276,ETCUSDT,30650.357130000004,BUY,12,0.01,2023-01-07 01:31:55.171597+05:30,7,1,1,31,2023,55
277,1000LUNCUSDT,30155.924814,SELL,53,0.0056,2023-01-07 01:32:05.177801+05:30,7,1,1,32,2023,5
279,BNBUSDT,31773.51419,SELL,13,-0.0286,2023-01-07 01:32:13.245180+05:30,7,1,1,32,2023,13
280,GALAUSDT,44167.56373,BUY,19,0.009,2023-01-07 01:32:16.677129+05:30,7,1,1,32,2023,16
281,LDOUSDT,32330.841376,BUY,30,0.01,2023-01-07 01:32:34.012798+05:30,7,1,1,32,2023,34
283,NEARUSDT,33035.378,BUY,12,0.01,2023-01-07 01:32:34.601963+05:30,7,1,1,32,2023,34
284,SOLUSDT,47682.9907,BUY,16,-0.0876,2023-01-07 01:32:36.769099+05:30,7,1,1,32,2023,36
285,ALGOUSDT,30566.98057,SELL,26,0.01,2023-01-07 01:32:36.848384+05:30,7,1,1,32,2023,36
287,FILUSDT,40268.8488,BUY,4,0.01,2023-01-07 01:32:40.055286+05:30,7,1,1,32,2023,40
288,GMTUSDT,30697.7214,SELL,15,-0.0048,2023-01-07 01:32:40.801894+05:30,7,1,1,32,2023,40
289,GALABUSD,31133.9488088,BUY,30,0.01,2023-01-07 01:33:35.646377+05:30,7,1,1,33,2023,35
290,ATOMUSDT,49726.310110000006,SELL,30,0.0092,2023-01-07 01:45:34.398059+05:30,7,1,1,45,2023,34
291,MASKUSDT,32060.8372,BUY,29,0.01,2023-01-07 01:50:39.854652+05:30,7,1,1,50,2023,39
294,BNBBUSD,34928.459429999995,SELL,5,-0.014,2023-01-07 02:15:06.889903+05:30,7,1,2,15,2023,6
299,AUDIOUSDT,30039.441,SELL,44,-0.0053,2023-01-07 02:30:18.248376+05:30,7,1,2,30,2023,18
300,RLCUSDT,31123.22398,SELL,23,-0.0358,2023-01-07 03:34:19.941261+05:30,7,1,3,34,2023,19
301,LDOBUSD,32880.1627815,SELL,26,0.0077,2023-01-07 03:44:16.235877+05:30,7,1,3,44,2023,16
302,LDOUSDT,33783.220647,BUY,23,0.01,2023-01-07 03:44:17.783500+05:30,7,1,3,44,2023,17
303,GALAUSDT,30334.60213,BUY,38,0.009,2023-01-07 03:44:18.713816+05:30,7,1,3,44,2023,18
304,LDOUSDT,98106.835179,BUY,6,0.01,2023-01-07 03:44:38.199355+05:30,7,1,3,44,2023,38
305,OCEANUSDT,30319.37621,SELL,21,-0.0437,2023-01-07 03:44:46.478280+05:30,7,1,3,44,2023,46
306,GALAUSDT,30749.70432,BUY,11,0.009,2023-01-07 03:55:14.998436+05:30,7,1,3,55,2023,14
308,ETCUSDT,30294.10713,SELL,34,0.01,2023-01-07 04:05:33.938594+05:30,7,1,4,5,2023,33
309,SANDUSDT,56882.58407,SELL,10,0.01,2023-01-07 04:05:44.489422+05:30,7,1,4,5,2023,44
310,SANDUSDT,39482.49545,BUY,2,0.01,2023-01-07 04:07:12.764690+05:30,7,1,4,7,2023,12
311,GALABUSD,31064.3226055,BUY,29,0.01,2023-01-07 04:10:42.429601+05:30,7,1,4,10,2023,42
313,GALAUSDT,41997.61044,BUY,26,0.009,2023-01-07 04:12:17.180178+05:30,7,1,4,12,2023,17
314,JASMYUSDT,30502.723953,SELL,35,0.0069,2023-01-07 04:12:17.715376+05:30,7,1,4,12,2023,17
316,FTMUSDT,30959.005372,SELL,31,0.0064,2023-01-07 04:14:42.559173+05:30,7,1,4,14,2023,42
317,LTCUSDT,30198.91384,SELL,16,0.01,2023-01-07 04:14:54.552831+05:30,7,1,4,14,2023,54
319,XRPUSDT,31637.50664,SELL,32,0.01,2023-01-07 04:16:48.417848+05:30,7,1,4,16,2023,48
